City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Terra Rica,BR,2022-04-15 00:37:44,-22.7094,-52.6169,62.76,79,0,7.54
296,Lethem,GY,2022-04-15 00:37:45,3.3803,-59.7968,79.61,73,100,11.18
297,Sostanj,SI,2022-04-15 00:37:45,46.38,15.0486,53.82,76,100,3.78
298,Khonsa,IN,2022-04-15 00:37:46,27.0167,95.5667,67.53,85,100,1.36
299,Great Yarmouth,GB,2022-04-15 00:37:46,52.6083,1.7305,50.41,85,100,7.31
300,Katherine,AU,2022-04-15 00:35:19,-14.4667,132.2667,84.52,65,98,4.61
301,Port Lincoln,AU,2022-04-15 00:37:47,-34.7333,135.8667,70.27,69,0,6.17
302,Bubaque,GW,2022-04-15 00:37:47,11.2833,-15.8333,74.37,74,90,16.46
303,Barabai,ID,2022-04-15 00:37:47,-2.5833,115.3833,84.78,67,19,1.45
304,Sidi Bin Nur,TN,2022-04-15 00:37:48,35.5333,10.9167,60.71,84,100,16.33
305,Suntar,RU,2022-04-15 00:37:48,62.1444,117.6319,27.1,72,100,10.51
306,San Cristobal,VE,2022-04-15 00:37:49,7.7669,-72.225,75.38,79,100,1.74
307,Korla,CN,2022-04-15 00:37:49,41.7597,86.1469,56.71,21,14,6.64
308,Saint-Philippe,RE,2022-04-15 00:37:50,-21.3585,55.7679,78.39,86,47,13.2
309,Mashhad,IR,2022-04-15 00:37:49,36.297,59.6062,57.34,67,0,9.22
310,Kamenka,RU,2022-04-15 00:37:50,51.3223,42.7678,41.47,91,99,11.81
311,Rocha,UY,2022-04-15 00:35:27,-34.4833,-54.3333,51.55,78,0,5.93
312,Aklavik,CA,2022-04-15 00:37:50,68.2191,-135.0107,3.96,84,100,11.48
313,Stornoway,GB,2022-04-15 00:37:51,58.2093,-6.3865,48.92,93,100,6.91
314,Escalerillas,MX,2022-04-15 00:38:51,22.1333,-101.0667,80.47,17,100,14.97
315,Dwarka,IN,2022-04-15 00:38:52,22.2394,68.9678,79.45,76,0,12.03
316,Kropotkin,RU,2022-04-15 00:38:52,45.4375,40.5756,43.3,92,100,10.31
317,Bandarbeyla,SO,2022-04-15 00:38:53,9.4942,50.8122,79.83,86,47,5.93
318,Tome,CL,2022-04-15 00:38:53,-36.6167,-72.95,50.5,87,0,4.41
319,Shakiso,ET,2022-04-15 00:38:54,5.75,38.9167,60.62,95,100,3.18
320,Richards Bay,ZA,2022-04-15 00:38:54,-28.783,32.0377,68.22,89,0,5.28
321,Hershey,US,2022-04-15 00:38:54,40.2859,-76.6503,60.78,41,75,10.36
322,Longyearbyen,SJ,2022-04-15 00:38:55,78.2186,15.6401,21.04,73,75,9.22
323,Masterton,NZ,2022-04-15 00:38:55,-40.9597,175.6575,62.89,43,95,2.24
324,Nome,US,2022-04-15 00:35:38,64.5011,-165.4064,38.1,70,100,12.66
325,Nicolas Bravo,MX,2022-04-15 00:38:56,18.45,-88.9167,79.88,70,100,7.7
326,Dakar,SN,2022-04-15 00:38:56,14.6937,-17.4441,68.88,94,0,4.61
327,Ulaangom,MN,2022-04-15 00:38:56,49.9811,92.0667,35.62,22,6,2.95
328,Lesnoy,RU,2022-04-15 00:38:57,57.6198,63.0784,44.55,89,100,7.7
329,Calama,CL,2022-04-15 00:38:57,-22.4667,-68.9333,50.67,27,0,2.24
330,Aliwal North,ZA,2022-04-15 00:38:57,-30.6937,26.7114,56.71,62,99,4.18
331,Algiers,DZ,2022-04-15 00:34:22,36.7525,3.042,57.02,94,75,6.91
332,Victor Harbor,AU,2022-04-15 00:38:58,-35.5667,138.6167,71.67,84,100,3.0
333,Leningradskiy,RU,2022-04-15 00:38:58,69.3833,178.4167,15.69,90,100,13.0
334,Milkovo,RU,2022-04-15 00:38:58,54.7167,158.6167,32.0,44,100,4.16
335,Canmore,CA,2022-04-15 00:38:59,51.0834,-115.3521,24.28,46,100,6.91
336,Puerto El Triunfo,SV,2022-04-15 00:38:59,13.2833,-88.55,88.72,69,97,7.49
337,Talnakh,RU,2022-04-15 00:38:59,69.4865,88.3972,27.21,87,100,12.19
338,San Ignacio,BZ,2022-04-15 00:38:21,17.1561,-89.0714,91.54,52,20,4.61
339,Iwanai,JP,2022-04-15 00:39:00,42.9744,140.5089,47.32,59,100,2.35
340,Lannion,FR,2022-04-15 00:39:00,48.75,-3.4167,51.15,96,100,6.91
341,Hamilton,US,2022-04-15 00:38:55,39.1834,-84.5333,57.83,34,20,12.66
342,Boguchany,RU,2022-04-15 00:39:01,58.3814,97.4531,37.13,79,100,3.18
343,Remedios,CU,2022-04-15 00:39:01,22.4947,-79.5458,79.72,79,0,16.84
344,Alenquer,BR,2022-04-15 00:39:02,-1.9417,-54.7383,75.92,93,100,3.44
345,Salinopolis,BR,2022-04-15 00:39:02,-0.6136,-47.3561,78.69,87,100,9.73
346,Mabaruma,GY,2022-04-15 00:39:02,8.2,-59.7833,74.05,90,14,4.56
347,Petropavlovsk-Kamchatskiy,RU,2022-04-15 00:39:03,53.0452,158.6483,35.78,41,75,20.13
348,Quatre Cocos,MU,2022-04-15 00:39:03,-20.2078,57.7625,78.1,77,92,14.65
349,Los Gatos,US,2022-04-15 00:36:01,37.2266,-121.9747,61.05,68,100,5.99
350,Simi,SL,2022-04-15 00:39:04,9.5667,-12.35,76.6,73,79,5.23
351,Borkenes,NO,2022-04-15 00:39:04,68.774,16.1739,34.56,94,94,10.0
352,Leshukonskoye,RU,2022-04-15 00:39:04,64.8989,45.7622,11.73,99,80,2.73
353,Sesheke,ZM,2022-04-15 00:39:05,-17.4759,24.2968,68.32,77,100,3.4
354,Lagoa,PT,2022-04-15 00:39:05,39.05,-27.9833,60.44,77,0,18.54
355,Najran,SA,2022-04-15 00:37:34,17.4924,44.1277,70.45,48,11,6.71
356,Waingapu,ID,2022-04-15 00:39:06,-9.6567,120.2641,83.68,72,51,2.64
357,Buzmeyin,TM,2022-04-15 00:39:06,38.0507,58.2056,58.73,67,11,4.61
358,Tomatlan,MX,2022-04-15 00:40:06,19.9333,-105.25,77.65,56,100,4.07
359,Arona,ES,2022-04-15 00:40:07,28.0996,-16.681,59.56,71,20,5.75
360,Wajima,JP,2022-04-15 00:40:07,37.4,136.9,52.48,100,75,3.44
361,Bontang,ID,2022-04-15 00:40:08,0.1333,117.5,80.29,82,96,2.71
362,Santa Maria,BR,2022-04-15 00:40:08,-29.6842,-53.8069,52.9,82,0,2.3
363,Chulman,RU,2022-04-15 00:40:08,56.8479,124.9104,29.8,88,100,8.34
364,Susanville,US,2022-04-15 00:40:09,40.4163,-120.653,39.67,86,68,10.18
365,Constitucion,CL,2022-04-15 00:40:09,-35.3333,-72.4167,52.11,90,3,3.78
366,Itarema,BR,2022-04-15 00:40:10,-2.9248,-39.9167,77.56,85,97,6.64
367,Lumphat,KH,2022-04-15 00:40:10,13.4878,106.9816,82.92,72,88,3.13
368,Polewali,ID,2022-04-15 00:40:10,-3.4324,119.3435,84.09,76,81,0.72
369,Qasigiannguit,GL,2022-04-15 00:40:11,68.8193,-51.1922,10.65,99,71,2.93
370,Ilulissat,GL,2022-04-15 00:40:11,69.2167,-51.1,10.42,67,20,11.5
371,Lata,PT,2022-04-15 00:40:11,40.1629,-8.3327,48.49,94,14,1.79
372,Zhuanghe,CN,2022-04-15 00:39:15,39.7008,122.9911,56.01,25,0,14.85
373,Pokhara,NP,2022-04-15 00:39:28,28.2333,83.9833,72.54,27,0,6.31
374,Udachnyy,RU,2022-04-15 00:40:12,66.4167,112.4,8.2,88,97,16.17
375,Klaksvik,FO,2022-04-15 00:40:12,62.2266,-6.589,45.52,96,100,29.48
376,Almaty,KZ,2022-04-15 00:40:13,43.25,76.95,42.71,81,0,4.47
377,Anloga,GH,2022-04-15 00:40:13,5.7947,0.8973,81.9,78,100,10.6
378,Cabinda,AO,2022-04-15 00:40:14,-5.55,12.2,77.56,92,97,1.66
379,Babina,IN,2022-04-15 00:40:14,25.25,78.4667,85.17,20,9,6.17
380,Verkhnyaya Inta,RU,2022-04-15 00:40:14,65.9811,60.3094,24.96,90,100,21.54
381,Lerwick,GB,2022-04-15 00:40:15,60.1545,-1.1494,42.8,83,100,9.6
382,Berlevag,NO,2022-04-15 00:40:15,70.8578,29.0864,31.8,71,100,17.98
383,Kaeo,NZ,2022-04-15 00:40:15,-35.1,173.7833,71.33,63,0,4.21
384,Namibe,AO,2022-04-15 00:40:16,-15.1961,12.1522,74.55,78,100,7.34
385,Terracina,IT,2022-04-15 00:40:16,41.2863,13.2217,62.35,73,100,2.39
386,Mirnyy,RU,2022-04-15 00:40:16,62.5353,113.9611,24.24,85,100,13.0
387,Mackenzie,CA,2022-04-15 00:40:17,55.2999,-123.1698,32.22,34,0,13.8
388,Shingu,JP,2022-04-15 00:40:17,33.7333,135.9833,62.82,97,100,8.61
389,Muzaffarabad,PK,2022-04-15 00:40:18,34.37,73.4711,60.66,56,66,7.07
390,Podporozhye,RU,2022-04-15 00:40:18,60.9112,34.1706,29.01,99,88,2.15
391,Wattegama,LK,2022-04-15 00:40:18,6.7989,81.4808,75.4,89,100,2.26
392,Karasjok,NO,2022-04-15 00:40:19,69.4719,25.5112,21.15,90,94,3.4
393,Ca Mau,VN,2022-04-15 00:40:19,9.1769,105.15,84.13,75,45,4.65
394,Port-Gentil,GA,2022-04-15 00:40:20,-0.7193,8.7815,80.94,82,100,9.89
395,Faanui,PF,2022-04-15 00:40:20,-16.4833,-151.75,82.53,70,7,17.11
396,Namatanai,PG,2022-04-15 00:40:20,-3.6667,152.4333,85.57,67,41,7.54
397,Qui Nhon,VN,2022-04-15 00:38:19,13.7667,109.2333,79.97,82,90,0.96
398,Nicoya,CR,2022-04-15 00:40:21,10.1483,-85.452,83.77,63,95,6.73
399,Sehithwa,BW,2022-04-15 00:40:21,-20.4667,22.7167,70.36,47,7,0.87
400,Gizo,SB,2022-04-15 00:40:21,-8.103,156.8419,84.7,69,99,2.75
401,Monywa,MM,2022-04-15 00:40:22,22.1167,95.1333,87.3,52,12,14.27
402,Moerai,PF,2022-04-15 00:40:22,-22.4333,-151.3333,80.62,74,100,11.7
403,Micheweni,TZ,2022-04-15 00:40:23,-4.9667,39.8333,79.39,85,92,8.68
404,Tekeli,KZ,2022-04-15 00:40:23,44.83,78.8239,49.12,61,2,8.12
405,Smithers,CA,2022-04-15 00:41:24,54.7804,-127.1743,37.72,25,75,5.75
406,Sakakah,SA,2022-04-15 00:41:24,29.9697,40.2064,63.97,24,0,10.45
407,Sibiti,CG,2022-04-15 00:41:24,-3.6819,13.3499,69.57,99,100,1.9
408,Mahibadhoo,MV,2022-04-15 00:41:25,3.7833,72.9667,84.29,71,28,7.81
409,Kidal,ML,2022-04-15 00:41:25,18.4411,1.4078,83.75,11,6,8.79
410,Espanola,US,2022-04-15 00:38:28,35.9911,-106.0806,63.72,18,100,10.07
411,Riberalta,BO,2022-04-15 00:41:26,-10.9833,-66.1,73.63,99,100,4.34
412,Ostrovnoy,RU,2022-04-15 00:41:26,68.0531,39.5131,12.42,97,92,7.29
413,Hasaki,JP,2022-04-15 00:41:26,35.7333,140.8333,52.2,88,100,18.57
414,Virginia Beach,US,2022-04-15 00:37:08,36.8529,-75.978,78.85,67,75,16.11
415,Tahe,CN,2022-04-15 00:41:27,52.3333,124.7333,36.99,61,100,9.28
416,Srednekolymsk,RU,2022-04-15 00:41:27,67.45,153.6833,15.78,84,100,7.36
417,Beamsville,CA,2022-04-15 00:38:14,43.1668,-79.4829,53.22,53,0,10.36
418,Manfredonia,IT,2022-04-15 00:41:09,41.6259,15.9094,46.87,93,0,4.61
419,Sibolga,ID,2022-04-15 00:41:28,1.7427,98.7792,80.67,77,32,1.63
420,Floro,NO,2022-04-15 00:41:28,61.5996,5.0328,44.56,70,75,10.36
421,Manono,CD,2022-04-15 00:41:28,-7.3,27.4167,68.5,95,100,1.32
422,Mehamn,NO,2022-04-15 00:41:29,71.0357,27.8492,30.31,72,89,13.6
423,Seydi,TM,2022-04-15 00:41:29,39.4816,62.9137,72.93,26,97,7.38
424,Henties Bay,NA,2022-04-15 00:41:29,-22.116,14.2845,59.99,88,0,6.02
425,Bardstown,US,2022-04-15 00:41:30,37.8092,-85.4669,60.6,37,0,0.0
426,Isangel,VU,2022-04-15 00:41:30,-19.55,169.2667,87.91,74,40,4.61
427,Alberton,CA,2022-04-15 00:41:30,46.8168,-64.0654,44.73,76,100,11.48
428,Kangaatsiaq,GL,2022-04-15 00:41:31,68.3065,-53.4641,-2.7,99,100,7.54
429,Sao Gabriel Da Cachoeira,BR,2022-04-15 00:41:31,-0.1303,-67.0892,73.0,98,96,0.89
430,Shihezi,CN,2022-04-15 00:41:32,44.3,86.0333,43.25,21,0,6.44
431,Kharp,RU,2022-04-15 00:41:32,66.8014,65.8081,20.19,89,48,9.84
432,Itoigawa,JP,2022-04-15 00:41:32,37.0333,137.85,54.57,98,100,2.35
433,Vuktyl,RU,2022-04-15 00:41:33,63.8567,57.3094,24.3,92,60,4.29
434,Beloha,MG,2022-04-15 00:41:33,-25.1667,45.05,74.07,76,100,5.68
435,Severo-Yeniseyskiy,RU,2022-04-15 00:41:33,60.3725,93.0408,31.15,87,100,4.12
436,Cap Malheureux,MU,2022-04-15 00:41:34,-19.9842,57.6142,78.48,79,70,4.0
437,Tete,MZ,2022-04-15 00:41:34,-16.1564,33.5867,77.09,88,0,3.44
438,Lins,BR,2022-04-15 00:41:34,-21.6786,-49.7425,67.77,93,0,7.27
439,Kastamonu,TR,2022-04-15 00:41:35,41.5,33.6667,35.44,89,40,3.69
440,Banda Aceh,ID,2022-04-15 00:41:35,5.5577,95.3222,81.97,76,100,0.65
441,Ashland,US,2022-04-15 00:41:35,40.8167,-82.2665,51.76,47,1,15.21
442,Madimba,TZ,2022-04-15 00:41:36,-10.4,40.3333,76.32,100,40,11.5
443,Carora,VE,2022-04-15 00:41:36,10.1755,-70.0827,79.48,65,65,9.71
444,Lavrentiya,RU,2022-04-15 00:41:36,65.5833,-171.0,33.17,99,100,11.32
445,Gravdal,NO,2022-04-15 00:41:37,68.1214,13.5031,36.57,75,52,5.19
446,Puri,IN,2022-04-15 00:41:37,19.8,85.85,81.12,81,92,19.13
447,Havoysund,NO,2022-04-15 00:41:38,70.9963,24.6622,32.23,91,100,7.63
448,Soyo,AO,2022-04-15 00:41:38,-6.1349,12.3689,77.74,92,90,2.66
449,Meulaboh,ID,2022-04-15 00:41:38,4.1363,96.1285,78.58,85,97,2.8
450,Kabalo,CD,2022-04-15 00:41:39,-6.05,26.9167,68.41,98,100,1.48
451,Hornepayne,CA,2022-04-15 00:41:39,49.2138,-84.7705,28.67,82,25,9.64
452,Kahului,US,2022-04-15 00:42:40,20.8947,-156.47,84.22,62,20,24.16
453,Acapulco,MX,2022-04-15 00:42:28,16.8634,-99.8901,82.22,69,20,9.22
454,Sambava,MG,2022-04-15 00:42:40,-14.2667,50.1667,76.17,90,10,10.04
455,Kyra,RU,2022-04-15 00:42:40,49.5776,111.9753,40.84,27,24,20.31
456,Eskisehir,TR,2022-04-15 00:40:21,39.7767,30.5206,41.92,73,0,4.61
457,Daru,PG,2022-04-15 00:42:41,-9.0763,143.2092,85.55,73,64,5.35
458,Miri,MY,2022-04-15 00:40:52,4.4148,114.0089,80.74,89,20,6.91
459,Imeni Poliny Osipenko,RU,2022-04-15 00:42:41,52.4201,136.4853,32.22,78,98,9.73
460,Hambantota,LK,2022-04-15 00:42:42,6.1241,81.1185,75.54,100,20,0.0
461,Bandundu,CD,2022-04-15 00:42:42,-3.3167,17.3667,71.67,97,100,3.31
462,Luderitz,NA,2022-04-15 00:42:43,-26.6481,15.1594,59.41,76,65,21.05
463,Nelson Bay,AU,2022-04-15 00:42:12,-32.7167,152.15,72.0,88,65,4.09
464,Kismayo,SO,2022-04-15 00:42:43,-0.3582,42.5454,82.11,80,66,10.27
465,Griffith,US,2022-04-15 00:42:44,41.5284,-87.4237,50.25,35,0,19.57
466,Hanna,CA,2022-04-15 00:38:23,51.6334,-111.9018,23.86,74,100,10.0
467,Dire,ML,2022-04-15 00:42:44,12.2833,-10.9667,86.76,16,28,1.05
468,Mutis,CO,2022-04-15 00:42:44,6.2262,-77.4044,79.34,89,100,4.23
469,Bourail,NC,2022-04-15 00:42:45,-21.5667,165.4833,74.68,91,100,5.91
470,Valparaiso,CL,2022-04-15 00:42:45,-33.0393,-71.6273,58.48,74,92,1.72
471,Soe,ID,2022-04-15 00:42:45,-9.8607,124.284,78.3,66,17,3.36
472,San Juan Bautista,PE,2022-04-15 00:42:46,-14.0108,-75.7358,72.05,57,6,3.2
473,Samarai,PG,2022-04-15 00:42:46,-10.6167,150.6667,84.42,72,89,10.96
474,Mugur-Aksy,RU,2022-04-15 00:42:47,50.35,90.5,19.15,34,0,0.94
475,Lorengau,PG,2022-04-15 00:42:47,-2.0226,147.2712,84.65,72,9,8.7
476,Horta,PT,2022-04-15 00:42:48,38.5333,-28.6333,62.24,82,75,21.85
477,Isiro,CD,2022-04-15 00:42:48,2.7739,27.616,66.16,99,100,1.79
478,Caxito,AO,2022-04-15 00:42:48,-8.5785,13.6643,73.53,98,94,1.68
479,Turka,UA,2022-04-15 00:42:49,49.1541,23.0297,36.79,76,64,5.95
480,Pringsewu,ID,2022-04-15 00:42:49,-5.3582,104.9744,79.65,82,100,0.27
481,Alugan,PH,2022-04-15 00:42:49,12.2188,125.4808,81.99,73,100,5.37
482,Antofagasta,CL,2022-04-15 00:42:50,-23.65,-70.4,60.03,84,55,2.89
483,Kamina,CD,2022-04-15 00:42:50,-8.7386,24.9906,64.94,95,100,2.98
484,Neuquen,AR,2022-04-15 00:42:50,-38.9516,-68.0591,66.09,42,0,4.61
485,Alta Floresta,BR,2022-04-15 00:42:51,-9.8756,-56.0861,72.84,96,100,2.26
486,Trofors,NO,2022-04-15 00:42:51,65.5333,13.4063,15.01,95,75,3.36
487,Lieksa,FI,2022-04-15 00:42:52,63.3167,30.0167,32.43,94,100,5.73
488,Alindao,CF,2022-04-15 00:42:52,5.0267,21.2088,69.4,97,100,3.13
489,Noumea,NC,2022-04-15 00:42:38,-22.2763,166.4572,79.0,99,99,9.95
490,Lowestoft,GB,2022-04-15 00:42:52,52.4752,1.7516,50.41,94,100,7.14
491,Bulawayo,ZW,2022-04-15 00:39:53,-20.15,28.5833,62.49,86,92,4.59
492,Rawson,AR,2022-04-15 00:42:53,-43.3002,-65.1023,68.07,29,4,24.29
493,Anandpur Sahib,IN,2022-04-15 00:42:53,31.25,76.5,70.74,30,14,4.81
494,Carbondale,US,2022-04-15 00:42:54,37.7273,-89.2168,59.0,41,0,17.27
495,Yoichi,JP,2022-04-15 00:42:54,43.2039,140.7703,42.87,74,100,3.98
496,Vardo,NO,2022-04-15 00:43:54,70.3705,31.1107,33.96,83,100,26.82
497,Hemsedal,NO,2022-04-15 00:43:55,60.8629,8.5534,38.16,78,100,1.66
498,Salalah,OM,2022-04-15 00:43:55,17.0151,54.0924,78.89,89,40,2.3
499,Bay City,US,2022-04-15 00:43:56,43.5945,-83.8889,45.41,48,75,17.27
500,Tessalit,ML,2022-04-15 00:43:56,20.1986,1.0114,77.47,10,0,7.94
501,Sao Paulo De Olivenca,BR,2022-04-15 00:43:56,-3.3783,-68.8725,73.49,99,100,2.24
502,Palana,RU,2022-04-15 00:43:57,59.1167,159.9667,23.18,92,100,10.13
503,Rio Grande,BR,2022-04-15 00:43:57,-32.035,-52.0986,52.95,64,0,14.76
504,Jalu,LY,2022-04-15 00:43:58,29.0331,21.5482,69.62,22,100,17.25
505,Saquarema,BR,2022-04-15 00:43:58,-22.92,-42.5103,73.83,90,100,6.85
506,La Union,PE,2022-04-15 00:43:58,-5.4,-80.75,72.73,65,45,15.23
507,Ossora,RU,2022-04-15 00:43:59,59.2353,163.0719,28.29,76,100,3.31
508,Galdar,ES,2022-04-15 00:43:59,28.147,-15.6502,63.1,76,15,14.7
509,Buchanan,LR,2022-04-15 00:44:00,5.8808,-10.0467,79.23,89,100,8.19
510,Dumbraveni,RO,2022-04-15 00:44:00,46.2333,24.5667,36.48,72,6,2.48
511,Goya,AR,2022-04-15 00:44:00,-29.14,-59.2626,53.49,73,0,4.81
512,Carmen,MX,2022-04-15 00:42:20,18.6333,-91.8333,84.24,79,75,8.05
513,Takoradi,GH,2022-04-15 00:44:01,4.8845,-1.7554,80.31,84,100,7.27
514,Lasa,IT,2022-04-15 00:44:01,46.6166,10.7002,52.68,84,34,3.11
515,Pangkalanbuun,ID,2022-04-15 00:44:02,-2.6833,111.6167,84.54,69,98,1.77
516,Kununurra,AU,2022-04-15 00:44:02,-15.7667,128.7333,84.18,74,37,3.44
517,Abu Dhabi,AE,2022-04-15 00:39:25,24.4667,54.3667,82.42,46,0,4.61
518,Port Hawkesbury,CA,2022-04-15 00:44:03,45.6169,-61.3485,41.74,94,75,5.99
519,Otane,NZ,2022-04-15 00:44:03,-39.8833,176.6333,61.02,52,1,3.49
520,Grindavik,IS,2022-04-15 00:44:03,63.8424,-22.4338,48.15,100,100,28.77
521,Russell,US,2022-04-15 00:44:04,32.3502,-85.1999,74.8,73,0,3.44
522,Ouadda,CF,2022-04-15 00:44:04,8.0777,22.4007,68.0,92,100,3.49
523,College,US,2022-04-15 00:44:05,64.8569,-147.8028,46.35,31,0,0.0
