City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
267,Kungurtug,RU,50.5994,97.5228,29.73,85,49,2.62,scattered clouds
268,Jimani,DO,18.4917,-71.8502,86.86,47,95,10.11,overcast clouds
269,Ankang,CN,32.68,109.0172,48.0,89,100,1.45,overcast clouds
270,Jacmel,HT,18.2342,-72.5347,82.44,66,90,11.74,overcast clouds
271,Bengkulu,ID,-3.8004,102.2655,75.47,93,93,4.81,overcast clouds
272,Ilheus,BR,-14.7889,-39.0494,74.48,87,100,12.55,overcast clouds
273,Deer Lake,CA,49.1667,-57.4316,48.06,81,75,3.44,broken clouds
274,Tahe,CN,52.3333,124.7333,23.85,81,99,3.33,overcast clouds
275,Tabuk,PH,17.4189,121.4443,71.56,90,82,1.97,broken clouds
276,Peniche,PT,39.3558,-9.3811,60.3,89,42,21.63,scattered clouds
277,Hofn,IS,64.2539,-15.2082,45.32,86,12,4.83,few clouds
278,Luau,AO,-10.7073,22.2247,65.7,95,100,2.77,light rain
279,Mazamari,PE,-11.3258,-74.5308,85.03,54,57,0.47,broken clouds
280,Vila Velha,BR,-20.3297,-40.2925,76.95,79,75,13.8,broken clouds
281,Tecoanapa,MX,16.5167,-98.75,87.39,49,44,13.11,scattered clouds
282,Paramonga,PE,-10.6667,-77.8333,70.12,76,7,11.03,clear sky
283,Sambava,MG,-14.2667,50.1667,75.4,89,81,10.29,broken clouds
284,Myingyan,MM,21.4667,95.3833,87.04,50,10,7.65,clear sky
285,Ous,RU,60.9058,61.5186,20.97,91,11,5.19,few clouds
286,Ravar,IR,31.2656,56.8055,62.74,41,7,7.0,clear sky
287,Norman Wells,CA,65.282,-126.8329,20.28,70,65,5.61,broken clouds
288,Vestmanna,FO,62.1564,-7.1664,45.52,93,100,9.22,overcast clouds
289,Macherla,IN,16.4833,79.4333,81.79,77,51,8.99,broken clouds
290,Quatre Cocos,MU,-20.2078,57.7625,76.08,88,31,13.31,moderate rain
291,Bocs,HU,48.05,20.9667,38.7,63,44,8.03,scattered clouds
292,Maraba,BR,-5.3686,-49.1178,77.18,100,75,0.0,broken clouds
293,Santa,PH,17.486,120.4348,76.32,72,69,5.26,broken clouds
294,Bambanglipuro,ID,-7.95,110.2833,77.04,90,100,4.36,overcast clouds
295,Witu,KE,-2.3889,40.4382,80.76,79,99,11.01,overcast clouds
296,Monterey,US,36.2505,-121.2516,71.19,24,0,3.76,clear sky
297,Celestun,MX,20.8667,-90.4,84.02,66,0,15.5,clear sky
298,Yokadouma,CM,3.5167,15.05,71.22,97,86,3.4,light rain
299,Molina,CL,-35.1167,-71.2833,71.33,43,0,6.91,clear sky
300,Porto Novo,BJ,6.4965,2.6036,82.31,76,100,6.91,light rain
301,Kachug,RU,53.9606,105.8817,39.76,82,100,3.2,overcast clouds
302,Metro,ID,-5.1131,105.3067,74.37,91,86,3.29,overcast clouds
303,Erenhot,CN,43.6475,111.9767,42.24,33,0,3.67,clear sky
304,Nome,US,64.5011,-165.4064,30.27,86,100,18.41,light snow
305,Burlington,US,39.8835,-74.6413,53.98,39,40,16.11,scattered clouds
306,Namwala,ZM,-15.7504,26.4384,65.71,83,62,4.25,broken clouds
307,Dingle,PH,10.9995,122.6711,75.2,89,80,7.34,broken clouds
308,Dudinka,RU,69.4058,86.1778,4.62,96,100,10.13,overcast clouds
309,Hamilton,US,39.1834,-84.5333,53.6,44,0,12.66,clear sky
310,Saiha,IN,22.4833,92.9667,63.79,92,3,3.65,clear sky
311,Sikonge,TZ,-5.6333,32.7667,64.63,86,8,3.47,clear sky
312,Shache,CN,38.4167,77.2406,56.71,18,71,3.58,broken clouds
313,Berlevag,NO,70.8578,29.0864,41.0,87,100,14.97,overcast clouds
314,Sidrolandia,BR,-20.9319,-54.9614,71.69,50,5,6.22,clear sky
315,Lorengau,PG,-2.0226,147.2712,81.81,80,42,7.38,scattered clouds
316,Kalinagar,IN,28.6167,80.1,78.28,16,14,4.94,few clouds
317,Mount Isa,AU,-20.7333,139.5,60.57,55,2,3.44,clear sky
318,Bilma,NE,18.6853,12.9164,84.24,10,57,5.48,broken clouds
319,Dno,RU,57.8277,29.9637,33.01,80,96,2.19,overcast clouds
320,Djibo,BF,14.1022,-1.6306,84.9,11,89,10.33,overcast clouds
321,Deputatskiy,RU,69.3,139.9,-2.61,100,100,1.9,overcast clouds
322,Ngunguru,NZ,-35.6167,174.5,66.02,92,100,26.84,overcast clouds
323,Sur,OM,22.5667,59.5289,86.25,48,5,10.6,clear sky
324,Manbij,SY,36.5281,37.9549,63.88,28,93,8.21,overcast clouds
325,Gigmoto,PH,13.7796,124.39,77.4,82,26,10.0,scattered clouds
326,Kenora,CA,49.8167,-94.4337,30.78,58,100,3.0,overcast clouds
327,Moustheni,GR,40.8667,24.1167,46.53,87,100,10.78,overcast clouds
328,Chuy,UY,-33.6971,-53.4616,64.83,68,100,8.23,overcast clouds
329,Bail Hongal,IN,15.8167,74.8667,75.61,66,33,10.78,scattered clouds
330,Ilhabela,BR,-23.7781,-45.3581,70.21,70,89,3.67,overcast clouds
331,Kaoma,ZM,-14.7833,24.8,67.01,85,100,3.98,overcast clouds
332,Xining,CN,36.6167,101.7667,34.11,52,74,0.87,broken clouds
333,Panaba,MX,21.2833,-88.2667,94.84,33,0,19.8,clear sky
334,Dajal,PK,29.5577,70.3762,86.45,18,98,1.48,overcast clouds
335,Avera,US,33.194,-82.5271,80.55,49,100,3.96,overcast clouds
336,Ingham,US,42.6,-84.3833,48.18,43,0,5.75,clear sky
337,Ankpa,NG,7.3706,7.6253,75.7,91,100,3.31,moderate rain
338,Bathurst,AU,-33.4166,149.5806,48.83,74,99,1.88,overcast clouds
339,Valparaiso,CL,-33.0393,-71.6273,56.48,82,100,5.75,mist
340,Suluq,LY,31.6682,20.2521,60.82,85,27,13.42,scattered clouds
341,Lydenburg,ZA,-25.0978,30.4597,53.71,97,99,0.65,light rain
342,Adjumani,UG,3.3779,31.7909,71.6,66,45,2.82,scattered clouds
343,Iranshahr,IR,27.2025,60.6848,80.56,28,22,4.68,few clouds
344,Jumla,NP,29.2747,82.1838,49.17,58,30,4.12,scattered clouds
345,Isangel,VU,-19.55,169.2667,80.53,79,100,1.81,overcast clouds
346,Umm Kaddadah,SD,13.6017,26.6876,87.35,16,21,9.69,few clouds
347,Morro Bay,US,35.3658,-120.8499,77.4,59,9,10.0,clear sky
348,Port Blair,IN,11.6667,92.75,81.12,74,72,1.81,broken clouds
349,Mau,IN,25.95,83.55,84.78,10,0,2.46,clear sky
350,Namatanai,PG,-3.6667,152.4333,82.06,75,92,7.94,overcast clouds
351,Nizhneudinsk,RU,54.9076,99.0276,47.21,68,100,5.28,overcast clouds
352,Ostrovnoy,RU,68.0531,39.5131,33.4,90,100,14.23,overcast clouds
353,Kongolo,CD,-5.3833,27.0,71.76,92,19,2.17,few clouds
354,Tiksi,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
355,Udachnyy,RU,66.4167,112.4,31.66,98,100,10.74,light snow
356,Klaksvik,FO,62.2266,-6.589,47.32,95,100,10.27,overcast clouds
357,Calvinia,ZA,-31.4707,19.776,62.55,45,0,3.65,clear sky
358,Sitangkai,PH,4.6628,119.3928,82.58,74,100,10.04,overcast clouds
359,Ust-Kan,RU,50.9276,84.761,41.11,53,87,3.74,overcast clouds
360,Maningrida,AU,-12.0667,134.2667,73.74,93,100,8.3,overcast clouds
361,Kobe,JP,34.6913,135.183,56.89,82,100,7.4,overcast clouds
362,Aklavik,CA,68.2191,-135.0107,17.6,76,100,15.86,overcast clouds
363,Los Corrales De Buelna,ES,43.2636,-4.0726,56.35,77,100,3.0,overcast clouds
364,Ponta Do Sol,PT,32.6667,-17.1,69.12,47,100,12.35,overcast clouds
365,Halifax,CA,44.6453,-63.5724,51.69,56,85,7.0,overcast clouds
366,Souillac,MU,-20.5167,57.5167,77.52,88,78,13.98,light rain
367,Kitimat,CA,54.0524,-128.6534,54.91,36,13,2.13,few clouds
368,Suntar,RU,62.1444,117.6319,38.41,95,100,8.01,overcast clouds
369,Raga,SS,8.4596,25.678,83.75,40,12,4.12,few clouds
370,Finnsnes,NO,69.2296,17.9811,41.61,90,100,5.37,overcast clouds
371,Gat,IL,31.61,34.7642,90.28,18,13,17.38,few clouds
372,Lagoa,PT,39.05,-27.9833,57.11,66,32,14.16,scattered clouds
373,Hirara,JP,24.8,125.2833,70.29,69,87,7.74,overcast clouds
374,Linguere,SN,15.3953,-15.1193,89.58,14,9,12.48,clear sky
375,Taldan,RU,53.6667,124.8,26.49,60,100,3.38,overcast clouds
376,Katangli,RU,51.7102,143.2326,27.07,96,99,7.76,overcast clouds
377,Oxapampa,PE,-10.5775,-75.4017,69.21,73,39,4.16,scattered clouds
378,Ranot,TH,7.7777,100.3213,81.64,81,94,9.48,overcast clouds
379,Chone,EC,-0.6833,-80.1,81.3,77,74,7.67,light rain
380,Isoka,ZM,-10.1606,32.6335,61.5,97,63,1.39,broken clouds
381,Lavrentiya,RU,65.5833,-171.0,30.0,94,100,13.42,light snow
382,Davila,PH,18.4726,120.5763,73.38,81,98,12.93,overcast clouds
