City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
76,Tasiilaq,GL,65.6145,-37.6368,33.31,98,100,11.95,light snow
77,Loa Janan,ID,-0.583,117.095,73.63,99,88,1.16,overcast clouds
78,Simbahan,PH,6.3032,120.5836,82.17,77,72,8.88,broken clouds
79,Maniitsoq,GL,65.4167,-52.9,25.38,82,100,4.56,overcast clouds
80,Baykit,RU,61.67,96.37,26.96,85,98,10.78,overcast clouds
81,Haines Junction,CA,60.7522,-137.5108,29.52,52,78,3.47,broken clouds
82,Cape Town,ZA,-33.9258,18.4232,62.11,83,20,18.99,few clouds
83,Qaqortoq,GL,60.7167,-46.0333,30.49,84,99,4.52,overcast clouds
84,Poum,NC,-20.2333,164.0167,78.08,67,87,7.07,overcast clouds
85,Pathein,MM,16.7833,94.7333,80.1,81,54,6.76,broken clouds
86,Kenai,US,60.5544,-151.2583,43.03,60,100,3.44,overcast clouds
87,Butaritari,KI,3.0707,172.7902,81.52,74,12,12.35,few clouds
88,Upernavik,GL,72.7868,-56.1549,-2.15,81,100,15.21,overcast clouds
89,Ishurdi,BD,24.1333,89.0833,80.56,80,3,12.39,clear sky
90,Mbanza-Ngungu,CD,-5.25,14.8667,70.83,91,100,1.36,overcast clouds
91,Busselton,AU,-33.65,115.3333,54.81,75,55,1.9,broken clouds
92,Dagana,MR,16.5165,-15.5068,75.6,47,6,16.49,clear sky
93,Santa Cruz,BO,-17.8,-63.1667,77.05,47,75,9.22,broken clouds
94,Luderitz,NA,-26.6481,15.1594,68.31,51,0,8.95,clear sky
95,Torbay,CA,47.6666,-52.7314,43.88,91,100,10.65,overcast clouds
96,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,72,3,11.63,clear sky
97,Turukhansk,RU,65.8167,87.9833,-0.76,99,98,7.52,overcast clouds
98,Grande Prairie,CA,55.1667,-118.8027,38.66,44,100,6.17,overcast clouds
99,Kodiak,US,57.79,-152.4072,39.06,62,43,8.84,scattered clouds
100,Saint George,US,37.1041,-113.5841,82.8,14,0,3.44,clear sky
101,Leningradskiy,RU,69.3833,178.4167,10.63,87,74,3.04,broken clouds
102,Lae,PG,-6.7221,146.9847,77.43,90,97,5.48,overcast clouds
103,Kruisfontein,ZA,-34.0033,24.7314,58.89,90,2,5.59,clear sky
104,Aksarka,RU,66.5606,67.7975,8.91,91,78,7.16,broken clouds
105,Dalby,AU,-27.1833,151.2667,60.13,81,0,7.36,clear sky
106,Hasaki,JP,35.7333,140.8333,48.6,68,56,7.16,broken clouds
107,Albany,US,42.6001,-73.9662,47.57,47,93,3.0,overcast clouds
108,Sinjai,ID,-5.1241,120.253,76.51,91,100,2.64,overcast clouds
109,Mackay,AU,-21.15,149.2,69.67,72,0,8.61,clear sky
110,Danilovka,RU,50.3557,44.1168,55.15,67,100,8.08,overcast clouds
111,Atuona,PF,-9.8,-139.0333,79.9,77,12,17.29,few clouds
112,Arman,RU,59.7,150.1667,23.05,76,100,4.38,overcast clouds
113,Cayenne,GF,4.9333,-52.3333,82.44,1,20,9.22,few clouds
114,Sakakah,SA,29.9697,40.2064,70.59,13,0,9.1,clear sky
115,Valleyview,CA,55.0667,-117.2859,38.48,39,100,5.5,overcast clouds
116,Severo-Kurilsk,RU,50.6789,156.125,31.19,77,86,7.63,overcast clouds
117,Lieksa,FI,63.3167,30.0167,34.99,94,100,4.12,overcast clouds
118,Smidovich,RU,48.6,133.8167,34.29,99,100,4.9,light snow
119,Dakar,SN,14.6937,-17.4441,67.08,89,85,20.83,overcast clouds
120,Faanui,PF,-16.4833,-151.75,80.42,75,31,11.63,moderate rain
121,Pitimbu,BR,-7.4706,-34.8086,81.19,80,62,6.51,broken clouds
122,Guerrero Negro,MX,27.9769,-114.0611,69.64,54,85,18.37,overcast clouds
123,Castro,BR,-24.7911,-50.0119,58.51,71,3,1.81,clear sky
124,Indapur,IN,18.3,73.25,78.06,74,0,1.59,clear sky
125,Sitka,US,57.0531,-135.33,46.29,57,40,8.05,scattered clouds
126,Victoria,HK,22.2855,114.1577,72.18,79,100,10.0,overcast clouds
127,Taltal,CL,-25.4,-70.4833,64.71,71,22,5.26,few clouds
128,Quelimane,MZ,-17.8786,36.8883,76.46,79,84,3.98,broken clouds
129,Beringovskiy,RU,63.05,179.3167,30.43,97,100,12.71,snow
130,Ancud,CL,-41.8697,-73.8203,57.22,76,100,5.3,overcast clouds
131,Arraial Do Cabo,BR,-22.9661,-42.0278,73.26,78,0,10.36,clear sky
132,Sola,VU,-13.8833,167.55,81.82,73,87,5.64,overcast clouds
133,Macau,MO,22.2006,113.5461,71.4,78,40,5.75,scattered clouds
134,Tarnow,PL,50.0138,20.987,40.05,74,100,2.86,overcast clouds
135,Iquitos,PE,-3.7481,-73.2472,77.04,100,75,8.05,shower rain
136,Padang,ID,-0.9492,100.3543,78.31,89,80,3.67,heavy intensity rain
137,Kudahuvadhoo,MV,2.6708,72.8944,83.77,69,95,11.3,overcast clouds
138,Iqaluit,CA,63.7506,-68.5145,-0.31,64,55,18.01,broken clouds
139,Constitucion,CL,-35.3333,-72.4167,58.44,78,43,6.55,scattered clouds
140,Talakan,RU,50.3167,130.3667,22.91,95,17,0.43,few clouds
141,Olinda,BR,-8.0089,-34.8553,83.93,70,20,6.91,few clouds
142,Sistranda,NO,63.7256,8.834,46.36,75,73,7.34,broken clouds
143,Shingu,JP,33.7333,135.9833,58.42,89,99,7.83,overcast clouds
144,Kavieng,PG,-2.5744,150.7967,83.73,70,92,13.24,overcast clouds
145,Oktyabrskiy,RU,54.4815,53.471,42.67,90,100,6.71,overcast clouds
146,Vardo,NO,70.3705,31.1107,35.58,93,75,11.5,light intensity drizzle
147,Moron,AR,-34.6534,-58.6198,69.93,69,100,5.46,overcast clouds
148,Kargalinskaya,RU,43.7417,46.4792,50.43,82,46,13.69,scattered clouds
149,Blythe,US,33.6103,-114.5964,90.05,9,0,0.0,clear sky
150,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,37,0,11.5,clear sky
151,East London,ZA,-33.0153,27.9116,64.92,81,76,5.82,broken clouds
152,Saint-Philippe,RE,-21.3585,55.7679,74.79,88,73,13.38,light rain
153,Red Bluff,US,40.1785,-122.2358,70.68,19,0,17.27,clear sky
154,Coihaique,CL,-45.5752,-72.0662,56.01,67,100,3.44,overcast clouds
155,Qaanaaq,GL,77.484,-69.3632,-13.29,79,2,1.83,clear sky
156,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,64,0,6.71,clear sky
157,Fortuna,US,40.5982,-124.1573,59.94,51,20,10.36,few clouds
158,Acandi,CO,8.5063,-77.2778,82.2,81,81,4.94,broken clouds
159,Vodstroy,RU,48.8416,44.5579,52.09,71,0,11.18,clear sky
160,Luanda,AO,-8.8368,13.2343,78.8,89,75,10.36,light intensity drizzle
161,Cidreira,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
162,San Cristobal,VE,7.7669,-72.225,73.58,84,100,4.34,overcast clouds
163,Kirkcudbright,GB,54.8383,-4.0491,48.76,98,100,7.94,overcast clouds
164,Yeppoon,AU,-23.1333,150.7333,67.78,82,75,11.52,broken clouds
165,Katsuura,JP,35.1333,140.3,59.47,73,97,5.79,overcast clouds
166,Touros,BR,-5.1989,-35.4608,80.2,77,70,7.58,broken clouds
167,Sept-Iles,CA,50.2001,-66.3821,39.06,71,100,5.01,overcast clouds
168,Prince Rupert,CA,54.3161,-130.3201,47.66,50,17,5.95,few clouds
169,Kamaishi,JP,39.2667,141.8833,46.96,80,21,5.55,few clouds
170,Camopi,GF,3.1655,-52.3158,74.64,96,100,5.61,heavy intensity rain
171,Abeche,TD,13.8292,20.8324,90.88,29,92,5.79,overcast clouds
172,Iralaya,HN,15.0,-83.2333,83.25,62,2,10.47,clear sky
173,Phuket,TH,8.0,98.25,79.02,94,20,0.0,few clouds
174,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,73.27,43,94,3.58,overcast clouds
175,Awjilah,LY,29.1081,21.2869,65.41,59,85,16.75,overcast clouds
176,Porto Velho,BR,-8.7619,-63.9039,80.65,89,40,2.3,moderate rain
177,Lompoc,US,34.6391,-120.4579,72.01,67,0,23.0,clear sky
178,Sao Filipe,CV,14.8961,-24.4956,71.65,77,3,12.06,clear sky
179,Nesna,NO,66.1967,13.0213,46.67,85,70,13.47,broken clouds
180,Esperance,AU,-33.8667,121.9,59.85,62,70,8.72,broken clouds
181,Komsomolskiy,UZ,40.4272,71.7189,69.71,26,22,2.53,few clouds
182,Moundou,TD,8.5667,16.0833,91.04,33,76,2.73,broken clouds
183,Bethel,US,41.3712,-73.414,49.53,42,20,13.8,few clouds
184,Saskylakh,RU,71.9167,114.0833,27.48,96,100,14.0,light snow
185,Hailar,CN,49.2,119.7,35.65,34,100,11.54,overcast clouds
186,Shahrud,IR,36.4182,54.9763,45.32,68,2,12.28,clear sky
187,Plettenberg Bay,ZA,-34.0527,23.3716,58.96,80,1,3.67,clear sky
188,Heishan,CN,41.6892,122.1128,49.05,31,38,7.25,scattered clouds
189,Ithaca,US,42.4406,-76.4966,47.39,45,75,14.97,broken clouds
190,Dodoma,TZ,-6.1722,35.7395,65.55,92,100,6.76,overcast clouds
191,Maniwaki,CA,46.3834,-75.966,44.04,36,100,11.9,overcast clouds
192,Etchoropo,MX,26.7667,-109.6667,101.41,27,94,22.1,overcast clouds
193,Necochea,AR,-38.5473,-58.7368,61.97,77,71,12.5,broken clouds
194,Meadow Lake,US,34.8014,-106.5436,77.41,8,0,13.27,clear sky
195,Clyde River,CA,70.4692,-68.5914,-4.79,88,100,5.44,overcast clouds
196,Guymon,US,36.6828,-101.4816,75.2,17,0,11.5,clear sky
197,Lata,PT,40.1629,-8.3327,58.91,96,69,2.55,broken clouds
198,Culaman,PH,5.9603,125.6586,79.09,82,100,5.03,overcast clouds
199,Porbandar,IN,21.6422,69.6093,79.77,73,4,9.8,clear sky
200,Lagos,NG,6.5833,3.75,78.98,89,100,3.87,light rain
201,Saint Anthony,US,45.0205,-93.218,44.91,60,100,14.97,overcast clouds
202,Ahipara,NZ,-35.1667,173.1667,68.63,91,100,14.45,light rain
203,Hithadhoo,MV,-0.6,73.0833,82.53,75,39,6.17,scattered clouds
204,Norton Shores,US,43.1689,-86.2639,46.98,51,40,11.5,scattered clouds
205,Chokurdakh,RU,70.6333,147.9167,-1.16,99,91,4.36,overcast clouds
206,Ilulissat,GL,69.2167,-51.1,17.62,67,75,2.3,light shower snow
207,Serenje,ZM,-13.2325,30.2352,60.93,97,10,5.93,clear sky
208,Wangqing,CN,43.3218,129.7634,39.4,46,99,3.42,overcast clouds
209,Aljezur,PT,37.3191,-8.8033,59.25,87,100,9.93,overcast clouds
210,Kaitangata,NZ,-46.2817,169.8464,46.09,82,4,3.49,clear sky
211,Henties Bay,NA,-22.116,14.2845,62.44,77,1,6.91,clear sky
212,Lebu,CL,-37.6167,-73.65,57.31,79,100,10.56,overcast clouds
213,Fuxin,CN,42.0156,121.6589,48.34,36,4,5.08,clear sky
214,Talnakh,RU,69.4865,88.3972,5.52,97,100,5.3,overcast clouds
215,Alofi,NU,-19.0595,-169.9187,81.46,74,75,10.92,broken clouds
216,Fare,PF,-16.7,-151.0167,81.46,72,11,12.71,few clouds
217,Khotiv,UA,50.3307,30.4684,35.62,86,18,6.89,few clouds
218,Letterkenny,IE,54.95,-7.7333,48.51,93,100,6.55,overcast clouds
219,Soller,ES,39.7662,2.7152,61.86,53,25,1.99,scattered clouds
220,Roald,NO,62.5833,6.1333,50.76,76,0,4.61,clear sky
221,Ponta Delgada,PT,37.7333,-25.6667,59.72,88,20,19.57,few clouds
222,Prainha,BR,-1.8,-53.48,79.11,89,100,2.24,overcast clouds
223,Birjand,IR,32.8663,59.2211,62.2,53,100,7.16,overcast clouds
224,Srednekolymsk,RU,67.45,153.6833,11.73,90,99,5.7,overcast clouds
225,Ukiah,US,39.1502,-123.2078,68.43,41,0,9.22,clear sky
226,Podgorenskiy,RU,50.405,39.6429,52.03,82,100,4.59,overcast clouds
227,Buchanan,LR,5.8808,-10.0467,78.85,83,100,6.64,overcast clouds
228,Kirakira,SB,-10.4544,161.9205,82.15,76,84,7.34,broken clouds
229,Yaan,NG,7.3833,8.5667,83.28,70,90,8.32,light rain
230,Gloversville,US,43.0528,-74.3438,46.92,58,0,14.0,clear sky
231,San Patricio,US,28.017,-97.5169,89.69,52,21,14.97,few clouds
232,Douentza,ML,14.9951,-2.9517,83.19,13,16,7.54,few clouds
233,Kargil,IN,34.5667,76.1,32.0,53,7,4.27,clear sky
234,Broome,US,42.2506,-75.833,44.71,46,100,19.57,overcast clouds
235,Gashua,NG,12.871,11.0482,86.54,48,91,13.4,overcast clouds
236,Havelock,US,34.8791,-76.9013,69.98,60,17,10.0,few clouds
237,Codrington,AU,-38.2667,141.9667,58.37,85,100,7.96,overcast clouds
238,Camacha,PT,33.0833,-16.3333,60.22,77,40,14.97,scattered clouds
239,Nouadhibou,MR,20.931,-17.0347,65.21,91,100,12.57,overcast clouds
240,Antofagasta,CL,-23.65,-70.4,63.68,77,23,6.8,few clouds
241,Edendale,ZA,-29.6528,30.3147,55.6,96,100,2.24,overcast clouds
242,Neryungri,RU,56.6709,124.6491,17.87,87,100,8.25,overcast clouds
243,Chiplun,IN,17.5333,73.5167,77.38,77,5,3.29,clear sky
244,Sinnamary,GF,5.3833,-52.95,79.39,80,72,11.41,broken clouds
245,Batagay,RU,67.6333,134.6333,7.25,95,59,5.06,broken clouds
246,Port Hedland,AU,-20.3167,118.5667,77.05,61,27,6.91,scattered clouds
247,Tongren,CN,27.7172,109.1853,49.86,96,100,0.96,overcast clouds
248,Belyy Yar,RU,53.6039,91.3903,46.29,42,0,6.71,clear sky
249,Batsfjord,NO,70.6345,29.7185,39.13,93,100,16.11,light rain
250,Bolshaya Glushitsa,RU,50.2406,43.5908,54.99,68,100,7.85,overcast clouds
251,Salalah,OM,17.0151,54.0924,82.49,83,40,3.44,scattered clouds
252,Thiruvananthapuram,IN,8.4833,76.9167,76.98,94,75,2.3,mist
253,Altay,CN,47.8667,88.1167,45.61,33,0,9.89,clear sky
254,Sisimiut,GL,66.9395,-53.6735,19.69,74,100,6.49,overcast clouds
255,Riacho De Santana,BR,-13.6092,-42.9389,75.83,67,96,11.21,overcast clouds
256,Vao,NC,-22.6667,167.4833,76.98,71,30,4.85,scattered clouds
257,Srandakan,ID,-7.9386,110.2506,77.2,89,100,4.23,overcast clouds
258,Burnie,AU,-41.0667,145.9167,57.72,91,100,6.02,light rain
259,Bulgan,MN,48.8125,103.5347,38.26,52,15,5.03,few clouds
260,Vilyuysk,RU,63.7553,121.6247,28.13,96,100,15.39,snow
261,Ambilobe,MG,-13.2,49.05,73.02,90,51,2.95,broken clouds
262,Khlevnoye,RU,52.1951,39.0932,41.02,92,100,11.65,overcast clouds
263,Rocha,UY,-34.4833,-54.3333,62.58,75,100,7.96,overcast clouds
264,College,US,64.8569,-147.8028,36.46,26,20,10.36,few clouds
265,Isabela,PH,6.7085,121.9711,77.05,86,100,5.66,overcast clouds
266,Narsaq,GL,60.9167,-46.05,34.02,83,100,5.75,overcast clouds
